MonitorUID,ActionString,Action_RawString,Action_Command,Action_Address,Action_Threshold,Action_AllowPrivateIP,Action_SpecialServer,Action_IsAll,Action_HTTP_Regex,Action_TCP_Port,Action_SMTP_Port,Action_MAILFLOW_IP,Action_ActionString,Action_LarArgument,Action_HasAdvancedOptions,Action_IsMonitorable,LastTransition,LastChecked,MxRep,HistoryUrl,Name,TimeElapsed,RecordCount,LarUID,LarId,FrequencyInMinutes,CurrentStatus,ExpiresIn,ExpirationInHours,IsActive,DomainSubscription,Policies_Id,Policies_AlertGroupId,Policies_PolicyUID,Policies_IsEnabled,Policies_Title,Policies_Url,Policies_Description,Policies_NumMinutesToRepeat,Policies_NumMinutesToDelay,Policies_SortOrder,Policies_StackedNotificationFrequency,Policies_IsSendToAllTagsEnabled,Policies_TagNames,StatusSummary,Failing_ID,Failing_Name,Failing_Info,Failing_Url,Failing_PublicDescription,Failing_BlacklistReasonCode,Failing_BlacklistReasonDescription,Failing_DelistUrl,Failing_IsExcludedByUser,Tags_Name,Tags_UID,Tags_IsHidden,Tags_IsNegative,Tags_MonitorCount,Tags_Color,Tags_BackgroundColor,Tags_DisplayName
64736d76-b84d-43ee-9d31-cc2a9e450b11,blacklist:206.212.244.53,blacklist:206.212.244.53,blacklist,206.212.244.53,10,False,,False,,0,25,,blacklist:206.212.244.53,206.212.244.53,False,True,2018-11-21T15:55:17.483,2018-11-21T15:55:17.56,100,https://api.mxtoolbox.com/api/v1/history/64736d76-b84d-43ee-9d31-cc2a9e450b11/,BLACKLIST - 206.212.244.53,29 days,31,237c86d4-d521-46e0-97a3-b14bd55b1784,129485434,60,0,,0,True,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,Not Blacklisted,,,,,,,,,,,,,,,,,
4f6e0816-9a8f-4fa5-8f4f-cbfbb7c9f4c1,blacklist:206.212.244.54,blacklist:206.212.244.54,blacklist,206.212.244.54,10,False,,False,,0,25,,blacklist:206.212.244.54,206.212.244.54,False,True,2018-11-21T15:55:15.667,2018-11-21T15:55:15.737,100,https://api.mxtoolbox.com/api/v1/history/4f6e0816-9a8f-4fa5-8f4f-cbfbb7c9f4c1/,BLACKLIST - 206.212.244.54,29 days,31,f7fe21b0-adbd-40f9-9b70-29a0fcdace0f,129485433,60,0,,0,True,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,Not Blacklisted,,,,,,,,,,,,,,,,,
6df42d3f-5d82-4dc4-a8ad-b0ee565b98b2,blacklist:70.39.89.100,blacklist:70.39.89.100,blacklist,70.39.89.100,10,False,,False,,0,25,,blacklist:70.39.89.100,70.39.89.100,False,True,2018-11-26T16:46:07.743,2018-11-26T16:46:07.743,92,https://api.mxtoolbox.com/api/v1/history/6df42d3f-5d82-4dc4-a8ad-b0ee565b98b2/,SendWK.Net - 70.39.89.100,24 days,31,5fc249c6-1c75-46b8-8173-94fac92b5371,129485432,60,2,,0,True,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,BARRACUDA,174,BARRACUDA,"<p>
	Listing in the Barracuda Blacklist could indicate any number of issues that need to be addressed in your network including but not limited to: virus-generated spam, poor server configuration, dynamic IP Addresses previously used by spammers, bulk mail sending that does not comply with the CAN-SPAM Act.</p>
",,,127.0.0.2,Listed,http://barracudacentral.org/rbl/removal-request,False,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,"SORBS SPAM,BARRACUDA",174,BARRACUDA,"<p>
	Listing in the Barracuda Blacklist could indicate any number of issues that need to be addressed in your network including but not limited to: virus-generated spam, poor server configuration, dynamic IP Addresses previously used by spammers, bulk mail sending that does not comply with the CAN-SPAM Act.</p>
",,,127.0.0.2,Listed,http://barracudacentral.org/rbl/removal-request,False,,,,,,,,
f93b0a82-b70c-4ba2-8c53-1336f251299d,blacklist:70.39.89.19,blacklist:70.39.89.19,blacklist,70.39.89.19,10,False,,False,,0,25,,blacklist:70.39.89.19,70.39.89.19,False,True,2018-11-26T14:01:58.28,2018-11-26T14:01:58.28,84,https://api.mxtoolbox.com/api/v1/history/f93b0a82-b70c-4ba2-8c53-1336f251299d/,BLACKLIST - 70.39.89.19,24 days,31,57e7c25b-f532-4717-a51b-61b82fca857e,129485430,60,2,,0,True,,,,,,,,,,,,,,,,121,SORBS SPAM,"<p>
	The SORBS (Spam and Open Relay Blocking System) provides free access to its DNS-based Block List (DNSBL) to effectively block email from over 12 million host servers known to disseminate spam, phishing attacks, and other forms of malicious email. This blacklist typically includes email servers that are suspected of sending or relaying spam, servers that have been hacked and hijacked, and servers with Trojan infestations. Additionally, SORBS also lists servers with dynamically allocated IP addresses.</p>
",,,127.0.0.2,Listed,http://www.sorbs.net/lookup.shtml,False,,,,,,,,
af05c1ad-cc27-4e43-9f63-2494bb60135f,blacklist:70.39.89.32,blacklist:70.39.89.32,blacklist,70.39.89.32,10,False,,False,,0,25,,blacklist:70.39.89.32,70.39.89.32,False,True,2018-11-21T15:55:12.63,2018-11-21T15:55:12.783,92,https://api.mxtoolbox.com/api/v1/history/af05c1ad-cc27-4e43-9f63-2494bb60135f/,BLACKLIST - 70.39.89.32,29 days,31,79de0cc8-e34e-4dae-be95-06729ac4c950,129485431,60,2,,0,True,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,BARRACUDA,174,BARRACUDA,"<p>
	Listing in the Barracuda Blacklist could indicate any number of issues that need to be addressed in your network including but not limited to: virus-generated spam, poor server configuration, dynamic IP Addresses previously used by spammers, bulk mail sending that does not comply with the CAN-SPAM Act.</p>
",,,127.0.0.2,Listed,http://barracudacentral.org/rbl/removal-request,False,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,"SORBS SPAM,BARRACUDA",174,BARRACUDA,"<p>
	Listing in the Barracuda Blacklist could indicate any number of issues that need to be addressed in your network including but not limited to: virus-generated spam, poor server configuration, dynamic IP Addresses previously used by spammers, bulk mail sending that does not comply with the CAN-SPAM Act.</p>
",,,127.0.0.2,Listed,http://barracudacentral.org/rbl/removal-request,False,,,,,,,,
2b1cef15-3155-4a28-9539-df95cc35166a,blacklist:70.39.89.21,blacklist:70.39.89.21,blacklist,70.39.89.21,10,False,,False,,0,25,,blacklist:70.39.89.21,70.39.89.21,False,True,2018-11-26T13:57:56.327,2018-11-26T13:57:56.327,84,https://api.mxtoolbox.com/api/v1/history/2b1cef15-3155-4a28-9539-df95cc35166a/,BLACKLIST - 70.39.89.21,24 days,31,f54f4720-da0a-4d61-856a-bc8d1fba7a3a,129485429,60,2,,0,True,,,,,,,,,,,,,,,,121,SORBS SPAM,"<p>
	The SORBS (Spam and Open Relay Blocking System) provides free access to its DNS-based Block List (DNSBL) to effectively block email from over 12 million host servers known to disseminate spam, phishing attacks, and other forms of malicious email. This blacklist typically includes email servers that are suspected of sending or relaying spam, servers that have been hacked and hijacked, and servers with Trojan infestations. Additionally, SORBS also lists servers with dynamically allocated IP addresses.</p>
",,,127.0.0.2,Listed,http://www.sorbs.net/lookup.shtml,False,,,,,,,,
b9911bbe-6607-4c9f-bd43-f9183ad31b28,blacklist:70.39.89.23,blacklist:70.39.89.23,blacklist,70.39.89.23,10,False,,False,,0,25,,blacklist:70.39.89.23,70.39.89.23,False,True,2018-12-09T13:15:18.573,2018-12-09T13:15:18.573,92,https://api.mxtoolbox.com/api/v1/history/b9911bbe-6607-4c9f-bd43-f9183ad31b28/,WK: sendwk.net - 70.39.89.23,11 days,31,ca7518e3-f0e0-4b81-9c88-089b8028aa6b,129485428,60,2,,0,True,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,BARRACUDA,174,BARRACUDA,"<p>
	Listing in the Barracuda Blacklist could indicate any number of issues that need to be addressed in your network including but not limited to: virus-generated spam, poor server configuration, dynamic IP Addresses previously used by spammers, bulk mail sending that does not comply with the CAN-SPAM Act.</p>
",,,127.0.0.2,Listed,http://barracudacentral.org/rbl/removal-request,False,,,,,,,,
4e7c064a-bd33-43fe-a570-be53605864c6,blacklist:70.39.89.25,blacklist:70.39.89.25,blacklist,70.39.89.25,10,False,,False,,0,25,,blacklist:70.39.89.25,70.39.89.25,False,True,2018-11-26T12:41:50.34,2018-11-26T12:41:50.34,100,https://api.mxtoolbox.com/api/v1/history/4e7c064a-bd33-43fe-a570-be53605864c6/,BLACKLIST - 70.39.89.25 (removal req 12-19),24 days,31,f6247766-b3cd-4f38-a3a5-bbb024eb3105,129485427,60,2,,0,True,,265524,109491,9f68c502-a035-4d94-bca7-ec7b8d3a98e3,True,Default,,,,,-1,,True,,BARRACUDA,174,BARRACUDA,"<p>
	Listing in the Barracuda Blacklist could indicate any number of issues that need to be addressed in your network including but not limited to: virus-generated spam, poor server configuration, dynamic IP Addresses previously used by spammers, bulk mail sending that does not comply with the CAN-SPAM Act.</p>
",,,127.0.0.2,Listed,http://barracudacentral.org/rbl/removal-request,False,,,,,,,,
